icao24,registration,aircraft_manufacturer,aircraft_model,aircraft_category,engine_manufacturer,engine_model,engine_count
3ccafc,D-CEEE,Cessna (Textron),Citation X,Large,Rolls-Royce,AE 3007,2
0d0a43,XA-TVA,Cessna (Textron),Citation X,Large,Rolls-Royce,AE 3007,2
4d0248,LX-EBE,Cessna (Textron),Citation X,Large,Rolls-Royce,AE 3007,2
a86ab1,N641TX,Cessna (Textron),Citation X,Large,Rolls-Royce,AE 3007,2
e48714,PP-JMJ,Cessna (Textron),Citation X,Large,Rolls-Royce,AE 3007,2
a7274a,N560DW,Cessna (Textron),Citation X,Large,Rolls-Royce,AE 3007,2
0a0081,7T-VNC,Cessna (Textron),Citation X,Large,Rolls-Royce,AE 3007,2
aa1ab0,N750GS,Cessna (Textron),Citation X,Large,Rolls-Royce,AE 3007,2
a4c03f,N405LS,Cessna (Textron),Citation X,Large,Rolls-Royce,AE 3007,2
0c4144,HI955,Cessna (Textron),Citation X,Large,Rolls-Royce,AE 3007,2
4b902b,TC-DAK,Cessna (Textron),Citation X,Large,Rolls-Royce,AE 3007,2
a3f8bb,N355PX,Cessna (Textron),Citation X,Large,Rolls-Royce,AE 3007,2
424275,VP-BJR,Cessna (Textron),Citation X,Large,Rolls-Royce,AE 3007,2
44e193,OO-XLS,Cessna (Textron),Citation X,Large,Rolls-Royce,AE 3007,2
440573,OE-GGP,Cessna (Textron),Citation X,Large,Rolls-Royce,AE 3007,2
3cc76d,D-CCVD,Cessna (Textron),Citation X,Large,Rolls-Royce,AE 3007,2
ab7656,N838CT,Cessna (Textron),Citation X,Large,Rolls-Royce,AE 3007,2
49130d,CS-DXM,Cessna (Textron),Citation X,Large,Rolls-Royce,AE 3007,2
ab28da,N818UD,Cessna (Textron),Citation X,Large,Rolls-Royce,AE 3007,2
3cfdec,D-CXLS,Cessna (Textron),Citation X,Large,Rolls-Royce,AE 3007,2
a78a24,N585T,Cessna (Textron),Citation X,Large,Rolls-Royce,AE 3007,2
a03f86,N115HS,Cessna (Textron),Citation X,Large,Rolls-Royce,AE 3007,2
e47ffc,PR-TRJ,Cessna (Textron),Citation X,Large,Rolls-Royce,AE 3007,2
a9e594,N737FL,Cessna (Textron),Citation X,Large,Rolls-Royce,AE 3007,2
